date,store_id,item_id,category,sales_units,on_promotion,base_price,unit_cost,shelf_life_days,holding_cost_per_day,spoilage_cost_per_unit,stockout_cost_per_unit
2025-11-13,STORE_05,ITEM_PRODUCE_01,Produce,29,0,32.57,16.39,4,0.6,22.42,67.89
2025-11-13,STORE_05,ITEM_PRODUCE_02,Produce,22,1,22.58,13.89,4,0.52,20.16,60.36
2025-11-13,STORE_06,ITEM_BAKERY_01,Bakery,14,0,49.03,33.67,3,0.89,39.98,66.93
2025-11-13,STORE_06,ITEM_BAKERY_02,Bakery,30,0,24.69,15.04,3,0.32,19.21,60.78
2025-11-13,STORE_06,ITEM_DAIRY_01,Dairy,18,0,60.45,35.97,7,1.6,41.86,73.61
2025-11-13,STORE_06,ITEM_DAIRY_02,Dairy,38,0,40.36,20.87,7,0.51,28.12,67.61
2025-11-13,STORE_06,ITEM_MEAT_01,Meat,19,0,190.9,122.78,5,4.93,125.57,118.27
2025-11-13,STORE_06,ITEM_MEAT_02,Meat,18,0,121.14,64.76,5,1.41,69.98,112.48
2025-11-13,STORE_06,ITEM_PRODUCE_01,Produce,19,0,32.87,16.11,4,0.57,21.87,65.29
2025-11-13,STORE_06,ITEM_PRODUCE_02,Produce,18,1,22.81,14.02,4,0.52,19.12,59.65
2025-11-13,STORE_07,ITEM_BAKERY_01,Bakery,15,0,49.08,32.92,3,0.9,39.69,66.51
2025-11-13,STORE_07,ITEM_BAKERY_02,Bakery,5,0,25.87,15.26,3,0.33,19.73,58.77
2025-11-13,STORE_07,ITEM_DAIRY_01,Dairy,43,0,62.49,35.91,7,1.61,42.22,75.98
2025-11-13,STORE_07,ITEM_DAIRY_02,Dairy,34,0,36.32,20.67,7,0.5,28.64,68.82
2025-11-13,STORE_07,ITEM_MEAT_01,Meat,18,0,193.52,122.74,5,4.96,128.21,113.52
2025-11-13,STORE_07,ITEM_MEAT_02,Meat,10,0,124.97,65.57,5,1.36,67.92,109.24
2025-11-13,STORE_07,ITEM_PRODUCE_01,Produce,28,0,32.2,16.28,4,0.59,22.57,66.25
2025-11-13,STORE_07,ITEM_PRODUCE_02,Produce,29,1,22.83,14.04,4,0.5,19.44,57.48
2025-11-13,STORE_08,ITEM_BAKERY_01,Bakery,10,0,50.18,33.72,3,0.91,40.24,67.93
2025-11-13,STORE_08,ITEM_BAKERY_02,Bakery,17,0,25.72,15.32,3,0.31,19.67,59.7
2025-11-13,STORE_08,ITEM_DAIRY_01,Dairy,23,0,60.47,36.05,7,1.62,42.37,74.0
2025-11-13,STORE_08,ITEM_DAIRY_02,Dairy,31,0,39.37,20.86,7,0.51,28.49,69.15
2025-11-13,STORE_08,ITEM_MEAT_01,Meat,16,0,198.41,124.14,5,4.81,127.11,117.67
2025-11-13,STORE_08,ITEM_MEAT_02,Meat,20,0,121.92,64.16,5,1.35,67.14,112.46
2025-11-13,STORE_08,ITEM_PRODUCE_01,Produce,25,0,31.9,16.59,4,0.6,22.69,66.38
2025-11-13,STORE_08,ITEM_PRODUCE_02,Produce,28,1,23.24,14.0,4,0.5,18.83,59.67
2025-11-14,STORE_01,ITEM_BAKERY_01,Bakery,7,0,49.13,33.67,3,0.91,40.08,66.96
2025-11-14,STORE_01,ITEM_BAKERY_02,Bakery,13,0,25.06,15.37,3,0.32,20.46,61.1
2025-11-14,STORE_01,ITEM_DAIRY_01,Dairy,34,0,63.2,35.86,7,1.72,41.85,77.71
2025-11-14,STORE_01,ITEM_DAIRY_02,Dairy,36,0,37.81,20.39,7,0.49,28.37,71.63
2025-11-14,STORE_01,ITEM_MEAT_01,Meat,18,0,201.82,125.13,5,4.7,127.64,115.02
2025-11-14,STORE_01,ITEM_MEAT_02,Meat,15,0,130.0,65.13,5,1.39,67.9,112.45
2025-11-14,STORE_01,ITEM_PRODUCE_01,Produce,12,0,35.54,16.31,4,0.59,22.18,66.75
2025-11-14,STORE_01,ITEM_PRODUCE_02,Produce,17,0,22.82,14.03,4,0.53,19.0,60.36
2025-11-14,STORE_02,ITEM_BAKERY_01,Bakery,14,0,49.86,33.82,3,0.95,37.95,65.99
2025-11-14,STORE_02,ITEM_BAKERY_02,Bakery,21,0,24.95,15.17,3,0.32,19.79,59.17
2025-11-14,STORE_02,ITEM_DAIRY_01,Dairy,45,0,61.22,35.72,7,1.59,41.69,76.25
2025-11-14,STORE_02,ITEM_DAIRY_02,Dairy,26,0,40.11,20.46,7,0.52,28.4,67.23
2025-11-14,STORE_02,ITEM_MEAT_01,Meat,10,0,198.93,125.64,5,4.89,123.19,113.67
2025-11-14,STORE_02,ITEM_MEAT_02,Meat,12,0,125.97,64.96,5,1.34,67.78,107.87
2025-11-14,STORE_02,ITEM_PRODUCE_01,Produce,32,0,32.55,16.17,4,0.6,22.23,65.98
2025-11-14,STORE_02,ITEM_PRODUCE_02,Produce,19,0,22.56,13.9,4,0.51,19.09,57.44
2025-11-14,STORE_03,ITEM_BAKERY_01,Bakery,13,0,49.96,33.6,3,0.89,40.23,69.48
2025-11-14,STORE_03,ITEM_BAKERY_02,Bakery,23,0,25.89,15.43,3,0.32,19.31,56.91
2025-11-14,STORE_03,ITEM_DAIRY_01,Dairy,44,0,66.29,35.79,7,1.65,41.29,74.28
2025-11-14,STORE_03,ITEM_DAIRY_02,Dairy,29,0,39.58,21.13,7,0.5,28.71,67.64
2025-11-14,STORE_03,ITEM_MEAT_01,Meat,23,0,196.69,125.5,5,4.76,125.26,113.19
2025-11-14,STORE_03,ITEM_MEAT_02,Meat,16,0,134.73,64.29,5,1.38,68.27,111.5
2025-11-14,STORE_03,ITEM_PRODUCE_01,Produce,21,0,32.22,16.37,4,0.58,21.95,66.67
2025-11-14,STORE_03,ITEM_PRODUCE_02,Produce,9,0,23.76,13.99,4,0.5,19.68,58.41
2025-11-14,STORE_04,ITEM_BAKERY_01,Bakery,23,0,48.3,33.69,3,0.93,38.62,66.35
2025-11-14,STORE_04,ITEM_BAKERY_02,Bakery,13,0,24.91,15.51,3,0.31,19.73,59.6
2025-11-14,STORE_04,ITEM_DAIRY_01,Dairy,55,0,59.54,36.49,7,1.67,42.06,75.05
2025-11-14,STORE_04,ITEM_DAIRY_02,Dairy,46,0,39.19,20.92,7,0.51,29.24,70.86
2025-11-14,STORE_04,ITEM_MEAT_01,Meat,21,0,190.87,125.17,5,4.73,125.19,115.75
2025-11-14,STORE_04,ITEM_MEAT_02,Meat,23,0,122.89,64.15,5,1.42,67.29,110.75
2025-11-14,STORE_04,ITEM_PRODUCE_01,Produce,23,0,33.34,16.18,4,0.61,22.81,67.69
2025-11-14,STORE_04,ITEM_PRODUCE_02,Produce,11,0,22.92,13.77,4,0.52,19.05,57.49
2025-11-14,STORE_05,ITEM_BAKERY_01,Bakery,16,0,50.14,32.82,3,0.91,40.47,65.13
2025-11-14,STORE_05,ITEM_BAKERY_02,Bakery,12,0,23.9,15.33,3,0.33,20.03,59.95
2025-11-14,STORE_05,ITEM_DAIRY_01,Dairy,41,0,62.39,36.01,7,1.67,42.26,75.21
2025-11-14,STORE_05,ITEM_DAIRY_02,Dairy,35,0,39.8,20.69,7,0.52,27.84,66.91
2025-11-14,STORE_05,ITEM_MEAT_01,Meat,19,0,188.32,124.58,5,4.82,120.24,120.66
2025-11-14,STORE_05,ITEM_MEAT_02,Meat,13,0,123.61,63.48,5,1.4,67.25,110.34
2025-11-14,STORE_05,ITEM_PRODUCE_01,Produce,15,0,33.34,16.04,4,0.6,22.09,63.59
2025-11-14,STORE_05,ITEM_PRODUCE_02,Produce,24,0,22.48,13.99,4,0.5,19.44,57.08
2025-11-14,STORE_06,ITEM_BAKERY_01,Bakery,17,0,48.99,33.03,3,0.91,39.98,67.56
2025-11-14,STORE_06,ITEM_BAKERY_02,Bakery,16,0,24.31,15.18,3,0.33,19.64,59.73
2025-11-14,STORE_06,ITEM_DAIRY_01,Dairy,29,0,61.47,35.9,7,1.63,42.13,75.2
2025-11-14,STORE_06,ITEM_DAIRY_02,Dairy,34,0,40.24,20.31,7,0.52,28.87,68.6
2025-11-14,STORE_06,ITEM_MEAT_01,Meat,21,0,189.87,123.49,5,4.55,127.64,117.32
2025-11-14,STORE_06,ITEM_MEAT_02,Meat,13,0,122.78,64.33,5,1.39,67.43,110.83
2025-11-14,STORE_06,ITEM_PRODUCE_01,Produce,24,0,32.41,16.22,4,0.61,23.32,66.42
2025-11-14,STORE_06,ITEM_PRODUCE_02,Produce,22,0,23.17,13.81,4,0.52,20.18,57.22
2025-11-14,STORE_07,ITEM_BAKERY_01,Bakery,19,0,50.2,32.85,3,0.89,39.95,63.6
2025-11-14,STORE_07,ITEM_BAKERY_02,Bakery,20,0,25.56,15.32,3,0.31,20.19,58.76
2025-11-14,STORE_07,ITEM_DAIRY_01,Dairy,28,0,61.77,37.11,7,1.65,42.98,73.18
2025-11-14,STORE_07,ITEM_DAIRY_02,Dairy,22,0,36.03,20.66,7,0.49,29.06,68.26
2025-11-14,STORE_07,ITEM_MEAT_01,Meat,22,0,191.65,125.51,5,4.7,123.94,118.17
2025-11-14,STORE_07,ITEM_MEAT_02,Meat,24,0,128.68,64.03,5,1.42,69.66,112.44
2025-11-14,STORE_07,ITEM_PRODUCE_01,Produce,21,0,32.58,16.19,4,0.61,22.42,66.4
2025-11-14,STORE_07,ITEM_PRODUCE_02,Produce,26,0,22.73,14.03,4,0.51,19.71,57.24
2025-11-14,STORE_08,ITEM_BAKERY_01,Bakery,19,0,49.54,33.07,3,0.9,40.0,63.15
2025-11-14,STORE_08,ITEM_BAKERY_02,Bakery,14,0,25.93,15.26,3,0.32,19.86,59.62
2025-11-14,STORE_08,ITEM_DAIRY_01,Dairy,36,0,60.4,36.19,7,1.61,42.76,72.82
2025-11-14,STORE_08,ITEM_DAIRY_02,Dairy,34,0,38.85,20.71,7,0.5,27.94,69.11
2025-11-14,STORE_08,ITEM_MEAT_01,Meat,20,0,194.55,123.29,5,4.76,128.38,116.42
2025-11-14,STORE_08,ITEM_MEAT_02,Meat,12,0,121.33,63.45,5,1.37,69.08,109.0
2025-11-14,STORE_08,ITEM_PRODUCE_01,Produce,20,0,31.86,16.18,4,0.59,22.32,67.24
2025-11-14,STORE_08,ITEM_PRODUCE_02,Produce,18,0,23.22,13.84,4,0.5,19.51,59.07
2025-11-15,STORE_01,ITEM_BAKERY_01,Bakery,25,0,49.77,33.33,3,0.88,40.03,67.86
2025-11-15,STORE_01,ITEM_BAKERY_02,Bakery,28,0,25.52,15.12,3,0.3,19.58,60.14
2025-11-15,STORE_01,ITEM_DAIRY_01,Dairy,80,0,62.43,36.55,7,1.71,42.12,75.41
2025-11-15,STORE_01,ITEM_DAIRY_02,Dairy,39,0,37.88,20.38,7,0.51,28.82,69.01
2025-11-15,STORE_01,ITEM_MEAT_01,Meat,32,0,202.13,121.83,5,4.71,130.37,117.79
2025-11-15,STORE_01,ITEM_MEAT_02,Meat,34,0,132.6,64.44,5,1.38,66.36,109.87
2025-11-15,STORE_01,ITEM_PRODUCE_01,Produce,31,0,35.51,16.55,4,0.58,22.32,66.62
2025-11-15,STORE_01,ITEM_PRODUCE_02,Produce,17,0,22.73,13.8,4,0.49,19.27,58.92
2025-11-15,STORE_02,ITEM_BAKERY_01,Bakery,29,0,50.73,33.08,3,0.89,38.88,67.03
2025-11-15,STORE_02,ITEM_BAKERY_02,Bakery,31,0,25.09,15.37,3,0.32,20.06,58.81
2025-11-15,STORE_02,ITEM_DAIRY_01,Dairy,65,0,61.43,36.11,7,1.68,43.4,78.38
2025-11-15,STORE_02,ITEM_DAIRY_02,Dairy,56,0,40.67,20.56,7,0.51,27.81,68.25
2025-11-15,STORE_02,ITEM_MEAT_01,Meat,40,0,198.29,124.35,5,4.99,131.53,116.58
2025-11-15,STORE_02,ITEM_MEAT_02,Meat,20,0,125.82,63.49,5,1.4,68.86,106.99
2025-11-15,STORE_02,ITEM_PRODUCE_01,Produce,54,0,32.49,16.32,4,0.61,22.93,64.16
2025-11-15,STORE_02,ITEM_PRODUCE_02,Produce,42,0,22.61,14.09,4,0.51,19.36,59.66
2025-11-15,STORE_03,ITEM_BAKERY_01,Bakery,26,0,49.45,33.61,3,0.94,40.26,67.38
2025-11-15,STORE_03,ITEM_BAKERY_02,Bakery,27,0,26.35,15.04,3,0.32,19.29,60.48
2025-11-15,STORE_03,ITEM_DAIRY_01,Dairy,64,0,63.86,36.33,7,1.67,42.84,73.99
2025-11-15,STORE_03,ITEM_DAIRY_02,Dairy,56,0,39.68,20.78,7,0.51,28.38,68.42
2025-11-15,STORE_03,ITEM_MEAT_01,Meat,43,0,199.65,124.55,5,4.92,124.51,115.91
2025-11-15,STORE_03,ITEM_MEAT_02,Meat,25,0,130.72,64.38,5,1.43,64.91,107.23
2025-11-15,STORE_03,ITEM_PRODUCE_01,Produce,30,0,32.78,16.36,4,0.59,22.37,66.37
2025-11-15,STORE_03,ITEM_PRODUCE_02,Produce,22,0,23.62,14.12,4,0.5,19.82,58.12
2025-11-15,STORE_04,ITEM_BAKERY_01,Bakery,22,0,47.35,33.29,3,0.9,40.73,68.36
2025-11-15,STORE_04,ITEM_BAKERY_02,Bakery,29,0,24.6,15.46,3,0.31,19.95,58.35
2025-11-15,STORE_04,ITEM_DAIRY_01,Dairy,92,0,59.63,36.23,7,1.66,41.86,74.94
2025-11-15,STORE_04,ITEM_DAIRY_02,Dairy,55,0,38.28,20.37,7,0.51,28.4,68.49
2025-11-15,STORE_04,ITEM_MEAT_01,Meat,30,0,192.2,124.4,5,4.8,127.67,115.27
2025-11-15,STORE_04,ITEM_MEAT_02,Meat,28,0,123.28,64.1,5,1.4,65.0,109.83
2025-11-15,STORE_04,ITEM_PRODUCE_01,Produce,28,0,33.57,16.12,4,0.59,22.72,65.95
2025-11-15,STORE_04,ITEM_PRODUCE_02,Produce,35,0,22.77,13.98,4,0.51,19.34,59.31
2025-11-15,STORE_05,ITEM_BAKERY_01,Bakery,21,0,50.51,33.66,3,0.9,41.33,66.46
2025-11-15,STORE_05,ITEM_BAKERY_02,Bakery,23,0,23.81,15.25,3,0.31,20.11,60.42
2025-11-15,STORE_05,ITEM_DAIRY_01,Dairy,62,0,60.67,36.33,7,1.59,42.42,77.38
2025-11-15,STORE_05,ITEM_DAIRY_02,Dairy,47,0,40.32,20.35,7,0.52,29.12,66.07
2025-11-15,STORE_05,ITEM_MEAT_01,Meat,43,0,190.66,124.0,5,4.76,126.27,116.3
2025-11-15,STORE_05,ITEM_MEAT_02,Meat,24,0,124.2,64.32,5,1.4,69.85,112.02
2025-11-15,STORE_05,ITEM_PRODUCE_01,Produce,44,0,32.77,16.07,4,0.59,22.44,65.54
2025-11-15,STORE_05,ITEM_PRODUCE_02,Produce,38,0,22.48,13.86,4,0.51,19.16,57.83
2025-11-15,STORE_06,ITEM_BAKERY_01,Bakery,23,0,48.95,33.37,3,0.93,39.42,65.45
2025-11-15,STORE_06,ITEM_BAKERY_02,Bakery,43,0,24.37,15.18,3,0.32,20.43,60.42
2025-11-15,STORE_06,ITEM_DAIRY_01,Dairy,85,0,59.52,36.24,7,1.63,44.04,75.62
2025-11-15,STORE_06,ITEM_DAIRY_02,Dairy,49,0,40.18,20.48,7,0.51,28.03,68.72
2025-11-15,STORE_06,ITEM_MEAT_01,Meat,37,0,186.93,127.65,5,4.74,122.69,116.84
2025-11-15,STORE_06,ITEM_MEAT_02,Meat,23,0,122.7,64.42,5,1.36,64.79,114.06
2025-11-15,STORE_06,ITEM_PRODUCE_01,Produce,35,0,32.62,16.39,4,0.6,22.81,67.52
2025-11-15,STORE_06,ITEM_PRODUCE_02,Produce,27,0,22.91,13.83,4,0.5,19.17,58.52
2025-11-15,STORE_07,ITEM_BAKERY_01,Bakery,19,0,49.43,34.01,3,0.91,39.3,64.22
2025-11-15,STORE_07,ITEM_BAKERY_02,Bakery,42,0,25.48,15.22,3,0.31,19.86,59.71
2025-11-15,STORE_07,ITEM_DAIRY_01,Dairy,74,0,61.63,35.69,7,1.61,42.49,75.54
2025-11-15,STORE_07,ITEM_DAIRY_02,Dairy,45,0,36.6,20.67,7,0.49,28.34,71.91
2025-11-15,STORE_07,ITEM_MEAT_01,Meat,29,0,190.16,124.56,5,4.79,125.56,114.73
2025-11-15,STORE_07,ITEM_MEAT_02,Meat,43,0,128.57,63.94,5,1.39,66.5,107.85
2025-11-15,STORE_07,ITEM_PRODUCE_01,Produce,40,0,32.64,16.1,4,0.61,22.34,65.67
2025-11-15,STORE_07,ITEM_PRODUCE_02,Produce,30,0,22.84,14.05,4,0.51,19.11,58.53
2025-11-15,STORE_08,ITEM_BAKERY_01,Bakery,25,0,49.67,33.54,3,0.88,40.14,66.02
2025-11-15,STORE_08,ITEM_BAKERY_02,Bakery,25,0,25.52,15.5,3,0.33,19.91,60.88
2025-11-15,STORE_08,ITEM_DAIRY_01,Dairy,62,0,60.91,35.41,7,1.65,43.81,76.11
2025-11-15,STORE_08,ITEM_DAIRY_02,Dairy,66,0,38.46,20.7,7,0.52,28.2,71.44
2025-11-15,STORE_08,ITEM_MEAT_01,Meat,34,0,193.79,125.28,5,4.73,121.69,118.0
2025-11-15,STORE_08,ITEM_MEAT_02,Meat,23,0,122.54,63.67,5,1.4,67.74,108.57
2025-11-15,STORE_08,ITEM_PRODUCE_01,Produce,39,0,31.89,16.19,4,0.6,21.83,64.4
2025-11-15,STORE_08,ITEM_PRODUCE_02,Produce,31,0,22.71,14.02,4,0.5,19.92,59.9
2025-11-16,STORE_01,ITEM_BAKERY_01,Bakery,23,0,49.45,33.82,3,0.88,39.94,63.69
2025-11-16,STORE_01,ITEM_BAKERY_02,Bakery,30,0,25.57,15.24,3,0.3,19.8,58.2
2025-11-16,STORE_01,ITEM_DAIRY_01,Dairy,57,0,63.35,36.93,7,1.64,42.45,74.36
2025-11-16,STORE_01,ITEM_DAIRY_02,Dairy,54,0,37.96,20.63,7,0.5,29.58,66.95
2025-11-16,STORE_01,ITEM_MEAT_01,Meat,20,0,199.46,123.22,5,4.74,128.21,114.87
2025-11-16,STORE_01,ITEM_MEAT_02,Meat,32,0,128.76,64.78,5,1.37,70.13,110.64
2025-11-16,STORE_01,ITEM_PRODUCE_01,Produce,42,0,34.73,16.17,4,0.59,22.3,68.36
2025-11-16,STORE_01,ITEM_PRODUCE_02,Produce,21,0,22.91,14.04,4,0.52,19.79,59.71
2025-11-16,STORE_02,ITEM_BAKERY_01,Bakery,35,0,51.37,33.81,3,0.92,39.0,66.79
2025-11-16,STORE_02,ITEM_BAKERY_02,Bakery,31,0,24.91,15.34,3,0.32,20.4,59.61
2025-11-16,STORE_02,ITEM_DAIRY_01,Dairy,67,0,62.17,36.23,7,1.7,43.22,76.96
2025-11-16,STORE_02,ITEM_DAIRY_02,Dairy,72,0,40.3,20.28,7,0.52,28.51,67.22
2025-11-16,STORE_02,ITEM_MEAT_01,Meat,24,0,191.6,125.02,5,4.78,126.57,111.93
2025-11-16,STORE_02,ITEM_MEAT_02,Meat,19,0,125.75,63.71,5,1.35,71.86,110.32
2025-11-16,STORE_02,ITEM_PRODUCE_01,Produce,54,0,32.53,16.56,4,0.6,22.09,64.52
2025-11-16,STORE_02,ITEM_PRODUCE_02,Produce,37,0,22.46,13.8,4,0.51,19.4,59.62
2025-11-16,STORE_03,ITEM_BAKERY_01,Bakery,23,0,50.47,33.25,3,0.91,40.11,65.89
2025-11-16,STORE_03,ITEM_BAKERY_02,Bakery,36,0,26.12,15.5,3,0.31,19.94,60.1
2025-11-16,STORE_03,ITEM_DAIRY_01,Dairy,67,0,64.66,36.23,7,1.7,43.3,74.97
2025-11-16,STORE_03,ITEM_DAIRY_02,Dairy,61,0,40.05,20.4,7,0.48,28.8,69.92
2025-11-16,STORE_03,ITEM_MEAT_01,Meat,39,0,198.17,125.2,5,4.75,129.02,114.21
2025-11-16,STORE_03,ITEM_MEAT_02,Meat,35,0,131.99,64.48,5,1.42,66.58,108.28
2025-11-16,STORE_03,ITEM_PRODUCE_01,Produce,41,0,32.79,16.1,4,0.6,22.77,67.46
2025-11-16,STORE_03,ITEM_PRODUCE_02,Produce,28,0,23.84,13.99,4,0.51,19.36,59.57
2025-11-16,STORE_04,ITEM_BAKERY_01,Bakery,24,0,48.17,32.98,3,0.92,39.16,65.58
2025-11-16,STORE_04,ITEM_BAKERY_02,Bakery,25,0,25.05,15.22,3,0.31,19.85,59.83
2025-11-16,STORE_04,ITEM_DAIRY_01,Dairy,75,0,58.97,35.42,7,1.72,42.14,77.54
2025-11-16,STORE_04,ITEM_DAIRY_02,Dairy,64,0,39.04,20.37,7,0.51,28.84,68.07
2025-11-16,STORE_04,ITEM_MEAT_01,Meat,41,0,191.35,126.42,5,4.73,127.2,116.29
2025-11-16,STORE_04,ITEM_MEAT_02,Meat,20,0,123.51,64.32,5,1.42,69.39,107.94
2025-11-16,STORE_04,ITEM_PRODUCE_01,Produce,33,0,33.76,16.03,4,0.6,23.51,65.09
2025-11-16,STORE_04,ITEM_PRODUCE_02,Produce,19,0,22.83,14.01,4,0.54,19.54,59.3
2025-11-16,STORE_05,ITEM_BAKERY_01,Bakery,22,0,50.41,33.43,3,0.93,39.14,68.26
2025-11-16,STORE_05,ITEM_BAKERY_02,Bakery,17,0,24.11,15.33,3,0.32,19.74,59.34
2025-11-16,STORE_05,ITEM_DAIRY_01,Dairy,58,0,61.77,36.14,7,1.63,40.7,75.55
2025-11-16,STORE_05,ITEM_DAIRY_02,Dairy,67,0,39.97,20.74,7,0.52,28.35,68.45
2025-11-16,STORE_05,ITEM_MEAT_01,Meat,31,0,187.68,126.54,5,4.79,126.7,115.47
2025-11-16,STORE_05,ITEM_MEAT_02,Meat,20,0,124.11,66.09,5,1.4,68.12,111.96
2025-11-16,STORE_05,ITEM_PRODUCE_01,Produce,35,0,33.07,16.31,4,0.59,22.37,66.39
2025-11-16,STORE_05,ITEM_PRODUCE_02,Produce,35,0,22.76,13.63,4,0.5,19.84,58.18
2025-11-16,STORE_06,ITEM_BAKERY_01,Bakery,30,0,47.71,33.56,3,0.9,40.65,64.93
2025-11-16,STORE_06,ITEM_BAKERY_02,Bakery,38,0,24.45,15.38,3,0.31,20.51,61.08
2025-11-16,STORE_06,ITEM_DAIRY_01,Dairy,68,0,60.11,36.28,7,1.64,41.77,75.88
2025-11-16,STORE_06,ITEM_DAIRY_02,Dairy,43,0,39.94,20.25,7,0.51,28.81,69.35
2025-11-16,STORE_06,ITEM_MEAT_01,Meat,42,0,191.22,124.55,5,4.72,126.8,121.57
2025-11-16,STORE_06,ITEM_MEAT_02,Meat,25,0,124.2,65.04,5,1.34,68.2,113.67
2025-11-16,STORE_06,ITEM_PRODUCE_01,Produce,52,0,32.81,16.46,4,0.6,22.61,66.17
2025-11-16,STORE_06,ITEM_PRODUCE_02,Produce,27,0,22.82,13.86,4,0.52,19.63,56.36
2025-11-16,STORE_07,ITEM_BAKERY_01,Bakery,25,0,49.16,33.37,3,0.9,40.38,66.04
2025-11-16,STORE_07,ITEM_BAKERY_02,Bakery,31,0,25.52,15.04,3,0.31,19.98,61.32
2025-11-16,STORE_07,ITEM_DAIRY_01,Dairy,56,0,61.94,35.61,7,1.7,43.3,75.51
2025-11-16,STORE_07,ITEM_DAIRY_02,Dairy,53,0,36.38,20.25,7,0.49,28.85,68.05
2025-11-16,STORE_07,ITEM_MEAT_01,Meat,36,0,187.51,124.81,5,4.78,120.17,117.16
2025-11-16,STORE_07,ITEM_MEAT_02,Meat,34,0,125.99,63.7,5,1.39,66.49,112.82
2025-11-16,STORE_07,ITEM_PRODUCE_01,Produce,64,0,32.2,16.52,4,0.6,22.39,68.12
2025-11-16,STORE_07,ITEM_PRODUCE_02,Produce,30,0,22.87,13.93,4,0.51,20.32,58.0
2025-11-16,STORE_08,ITEM_BAKERY_01,Bakery,23,0,49.82,33.85,3,0.91,38.76,66.54
2025-11-16,STORE_08,ITEM_BAKERY_02,Bakery,30,0,26.19,15.43,3,0.33,19.57,60.59
2025-11-16,STORE_08,ITEM_DAIRY_01,Dairy,61,0,60.63,35.91,7,1.58,42.19,75.37
2025-11-16,STORE_08,ITEM_DAIRY_02,Dairy,47,0,39.62,20.63,7,0.51,27.98,66.53
2025-11-16,STORE_08,ITEM_MEAT_01,Meat,25,0,200.88,123.96,5,4.95,129.21,112.67
2025-11-16,STORE_08,ITEM_MEAT_02,Meat,25,0,123.89,64.7,5,1.38,67.24,114.2
2025-11-16,STORE_08,ITEM_PRODUCE_01,Produce,44,0,32.05,16.26,4,0.61,22.12,63.0
2025-11-16,STORE_08,ITEM_PRODUCE_02,Produce,39,0,22.93,13.94,4,0.51,19.79,58.57
2025-11-17,STORE_01,ITEM_BAKERY_01,Bakery,11,0,49.94,33.77,3,0.92,41.42,64.4
2025-11-17,STORE_01,ITEM_BAKERY_02,Bakery,17,0,25.15,15.44,3,0.33,20.5,61.3
2025-11-17,STORE_01,ITEM_DAIRY_01,Dairy,41,0,62.92,36.02,7,1.62,42.96,73.59
2025-11-17,STORE_01,ITEM_DAIRY_02,Dairy,20,0,37.67,20.74,7,0.52,27.96,67.1
2025-11-17,STORE_01,ITEM_MEAT_01,Meat,6,0,196.92,123.89,5,4.78,127.29,116.73
2025-11-17,STORE_01,ITEM_MEAT_02,Meat,9,0,131.94,64.33,5,1.39,65.7,116.34
2025-11-17,STORE_01,ITEM_PRODUCE_01,Produce,17,0,34.96,16.41,4,0.61,21.78,66.46
2025-11-17,STORE_01,ITEM_PRODUCE_02,Produce,16,0,22.71,13.8,4,0.52,20.04,57.51
2025-11-17,STORE_02,ITEM_BAKERY_01,Bakery,10,0,50.68,33.61,3,0.89,38.97,66.67
2025-11-17,STORE_02,ITEM_BAKERY_02,Bakery,13,0,24.71,15.53,3,0.32,19.83,60.98
2025-11-17,STORE_02,ITEM_DAIRY_01,Dairy,41,0,62.55,36.43,7,1.64,43.44,74.41
2025-11-17,STORE_02,ITEM_DAIRY_02,Dairy,35,0,40.86,20.64,7,0.5,28.5,65.64
2025-11-17,STORE_02,ITEM_MEAT_01,Meat,19,0,195.59,124.91,5,4.57,122.41,119.94
2025-11-17,STORE_02,ITEM_MEAT_02,Meat,4,0,124.8,64.1,5,1.35,68.61,111.35
2025-11-17,STORE_02,ITEM_PRODUCE_01,Produce,14,0,32.54,16.29,4,0.61,21.77,66.05
2025-11-17,STORE_02,ITEM_PRODUCE_02,Produce,23,0,22.53,14.05,4,0.51,19.42,59.17
2025-11-17,STORE_03,ITEM_BAKERY_01,Bakery,17,0,49.87,34.11,3,0.91,40.42,65.64
2025-11-17,STORE_03,ITEM_BAKERY_02,Bakery,15,0,25.97,15.35,3,0.32,20.21,60.98
2025-11-17,STORE_03,ITEM_DAIRY_01,Dairy,16,0,65.53,37.23,7,1.63,44.82,76.1
2025-11-17,STORE_03,ITEM_DAIRY_02,Dairy,35,0,40.46,20.82,7,0.52,27.84,67.48
2025-11-17,STORE_03,ITEM_MEAT_01,Meat,14,0,198.25,122.08,5,4.68,132.38,116.84
2025-11-17,STORE_03,ITEM_MEAT_02,Meat,15,0,130.9,65.08,5,1.44,68.21,114.97
2025-11-17,STORE_03,ITEM_PRODUCE_01,Produce,25,0,32.28,16.31,4,0.6,22.86,66.17
2025-11-17,STORE_03,ITEM_PRODUCE_02,Produce,14,0,23.85,13.88,4,0.5,18.58,58.77
2025-11-17,STORE_04,ITEM_BAKERY_01,Bakery,16,0,48.38,33.78,3,0.91,39.93,66.27
2025-11-17,STORE_04,ITEM_BAKERY_02,Bakery,12,0,24.98,15.12,3,0.32,20.25,57.58
2025-11-17,STORE_04,ITEM_DAIRY_01,Dairy,52,0,58.74,37.1,7,1.64,43.04,76.04
2025-11-17,STORE_04,ITEM_DAIRY_02,Dairy,31,0,38.95,20.96,7,0.5,27.93,68.98
